word,synset,definition,synonyms,closest_words,closest_words_with_distances
Wake,wake_up.v.02,stop sleeping,"wake_up, awake, arouse, awaken, come_alive, waken","change state, zonk out, come to, tense, relax, reduce, gain, dress, cross-fertilize, conceive, secularize, citrate, equilibrate, fall, become, worsen, better, disengage, overgrow, concentrate","change state (0.200), zonk out (0.333), come to (0.333), tense (0.333), relax (0.333), reduce (0.333), gain (0.333), dress (0.333), cross-fertilize (0.333), conceive (0.333), secularize (0.333), citrate (0.333), equilibrate (0.333), fall (0.333), become (0.333), worsen (0.333), better (0.333), disengage (0.333), overgrow (0.333), concentrate (0.333)"
Show,show.n.01,the act of publicly exhibiting or entertaining,N/A,"carnival, dog show, horseshow, raree-show, circus, cabaret, ice show, interlude, display, presentation, demonstration, road show, sideshow, Wild West Show, entertainment, three-ring circus, parade, light show, exhibition, exposure","carnival (0.053), dog show (0.053), horseshow (0.053), raree-show (0.053), circus (0.053), cabaret (0.053), ice show (0.053), interlude (0.053), display (0.053), presentation (0.053), demonstration (0.053), road show (0.053), sideshow (0.053), Wild West Show (0.053), entertainment (0.059), three-ring circus (0.100), parade (0.100), light show (0.100), exhibition (0.100), exposure (0.100)"
Show,show.n.03,a social event involving a public performance or entertainment,N/A,"stage dancing, movie, attraction, broadcast, performance, burlesque, play, galanty show, puppet show, variety show, social event, ballet, modern dance, apache dance, belly dance, bolero, cakewalk, cancan, nude dancing, telefilm","stage dancing (0.077), movie (0.077), attraction (0.077), broadcast (0.077), performance (0.077), burlesque (0.077), play (0.077), galanty show (0.077), puppet show (0.077), variety show (0.077), social event (0.091), ballet (0.143), modern dance (0.143), apache dance (0.143), belly dance (0.143), bolero (0.143), cakewalk (0.143), cancan (0.143), nude dancing (0.143), telefilm (0.143)"
Question,question.n.01,an instance of questioning,"inquiry, enquiry, query, interrogation","questioning, challenge, interrogation, request, catechism, deposition, inquisition, third degree, cross-examination, direct examination, redirect examination, interview, debriefing, notification, wish, invitation, entreaty, prayer, call, charge","questioning (0.059), challenge (0.111), interrogation (0.111), request (0.125), catechism (0.158), deposition (0.158), inquisition (0.158), third degree (0.158), cross-examination (0.158), direct examination (0.158), redirect examination (0.158), interview (0.158), debriefing (0.158), notification (0.176), wish (0.176), invitation (0.176), entreaty (0.176), prayer (0.176), call (0.176), charge (0.176)"
Grab,catch.n.09,the act of catching an object with the hands,"catch, snatch, snap","fair catch, interception, reception, rebound, shoestring catch, mesh, touch, contact, tap, hit, dig, kiss, kiss, handling, fingering, grope, palpation, tickle, stroke, tag","fair catch (0.067), interception (0.067), reception (0.067), rebound (0.067), shoestring catch (0.067), mesh (0.067), touch (0.077), contact (0.143), tap (0.143), hit (0.143), dig (0.143), kiss (0.143), kiss (0.143), handling (0.143), fingering (0.143), grope (0.143), palpation (0.143), tickle (0.143), stroke (0.143), tag (0.143)"
Catch,catch.v.04,take hold of so as to seize or restrain or stop the motion of,"grab, take_hold_of","harpoon, fish, hook, net, intercept, seize, crab, seine, scallop, rail, brail, angle, shrimp, net fish, shark, trawl, still-fish, seize, prawn, cut off","harpoon (0.143), fish (0.143), hook (0.143), net (0.143), intercept (0.143), seize (0.200), crab (0.250), seine (0.250), scallop (0.250), rail (0.250), brail (0.250), angle (0.250), shrimp (0.250), net fish (0.250), shark (0.250), trawl (0.250), still-fish (0.250), seize (0.250), prawn (0.250), cut off (0.250)"
Catch,catch.v.07,attract and fix,"arrest, get","attract, tug, draw in, bring, pull, invaginate, intussuscept, twitch, pull back, adduct, abduct, stretch, pluck, tug, drag, haul, yank, winch, pluck, pull back","attract (0.143), tug (0.250), draw in (0.250), bring (0.250), pull (0.333), invaginate (0.333), intussuscept (0.400), twitch (0.429), pull back (0.429), adduct (0.429), abduct (0.429), stretch (0.429), pluck (0.429), tug (0.429), drag (0.429), haul (0.429), yank (0.429), winch (0.429), pluck (0.429), pull back (0.500)"
Catch,capture.v.02,attract; cause to be enamored,"capture, enamour, trance, becharm, enamor, captivate, beguile, charm, fascinate, bewitch, entrance, enchant","hold, work, entity, breathe, act, be active, oversleep, nod, fall asleep, go to bed, get up, wake, keep up, wear, lie in, carry to term, keep down, gag, treat, exercise","hold (0.200), work (0.200), entity (0.600), breathe (0.600), act (0.600), be active (0.600), oversleep (0.600), nod (0.600), fall asleep (0.600), go to bed (0.600), get up (0.600), wake (0.600), keep up (0.600), wear (0.600), lie in (0.600), carry to term (0.600), keep down (0.600), gag (0.600), treat (0.600), exercise (0.600)"
Line,telephone_line.n.02,a telephone connection,"telephone_line, phone_line, telephone_circuit, subscriber_line","digital subscriber line, hot line, land line, party line, private line, toll line, trunk line, WATS, connection, attachment, backbone, ground, hitch, hookup, jumper, junction, slip ring, temporary hookup, yoke, instrumentality","digital subscriber line (0.059), hot line (0.059), land line (0.059), party line (0.059), private line (0.059), toll line (0.059), trunk line (0.059), WATS (0.059), connection (0.067), attachment (0.125), backbone (0.125), ground (0.125), hitch (0.125), hookup (0.125), jumper (0.125), junction (0.125), slip ring (0.125), temporary hookup (0.125), yoke (0.125), instrumentality (0.143)"
Line,channel.n.05,(often plural) a means of communication or access,"channel, communication_channel","back channel, lens, liaison, spiel, communication, transmission, intercommunication, medium, mail, dramaturgy, discussion, exhortation, expression, examination, persuasion, dissuasion, expostulation, contact, traffic, act","back channel (0.067), lens (0.067), liaison (0.067), spiel (0.067), communication (0.077), transmission (0.143), intercommunication (0.143), medium (0.143), mail (0.143), dramaturgy (0.143), discussion (0.143), exhortation (0.143), expression (0.143), examination (0.143), persuasion (0.143), dissuasion (0.143), expostulation (0.143), contact (0.143), traffic (0.143), act (0.167)"
Line,line.n.29,a conceptual separation or distinction,"dividing_line, demarcation, contrast","Rubicon, differentiation, contradistinction, hairsplitting, discrimination, individualization, taste, basic cognitive process, virtu, vogue, delicacy, culture, attention, inattention, intuition, perception, apperception, believing, classification, learning","Rubicon (0.053), differentiation (0.059), contradistinction (0.111), hairsplitting (0.111), discrimination (0.125), individualization (0.176), taste (0.176), basic cognitive process (0.200), virtu (0.222), vogue (0.222), delicacy (0.222), culture (0.222), attention (0.250), inattention (0.250), intuition (0.250), perception (0.250), apperception (0.250), believing (0.250), classification (0.250), learning (0.250)"
Look,expression.n.01,the feelings expressed on a person's face,"expression, aspect, facial_expression, face","leer, sparkle, countenance, poker face, appearance, agerasia, look, view, color, complexion, impression, perspective, phase, vanishing point, superficies, format, form, persona, semblance, face","leer (0.067), sparkle (0.067), countenance (0.077), poker face (0.143), appearance (0.167), agerasia (0.231), look (0.231), view (0.231), color (0.231), complexion (0.231), impression (0.231), perspective (0.231), phase (0.231), vanishing point (0.231), superficies (0.231), format (0.231), form (0.231), persona (0.231), semblance (0.231), face (0.231)"
Look,look.n.02,the act of directing the eyes toward something and perceiving it visually,"looking, looking_at","glance, scrutiny, peek, squint, stare, evil eye, sightseeing, observation, lookout, view, dekko, sensing, eye-beaming, side-glance, gaze, glare, contemplation, gape, monitoring, sighting","glance (0.053), scrutiny (0.053), peek (0.053), squint (0.053), stare (0.053), evil eye (0.053), sightseeing (0.053), observation (0.053), lookout (0.053), view (0.053), dekko (0.053), sensing (0.059), eye-beaming (0.100), side-glance (0.100), gaze (0.100), glare (0.100), contemplation (0.100), gape (0.100), monitoring (0.100), sighting (0.100)"
Draw,pull.v.01,cause to move by pulling,"pull, force","twitch, pull back, adduct, abduct, stretch, pluck, tug, drag, haul, attract, yank, winch, pluck, pull back, skitter, twang, tug, shlep, trail, bowse","twitch (0.200), pull back (0.200), adduct (0.200), abduct (0.200), stretch (0.200), pluck (0.200), tug (0.200), drag (0.200), haul (0.200), attract (0.200), yank (0.200), winch (0.200), pluck (0.200), pull back (0.333), skitter (0.333), twang (0.333), tug (0.333), shlep (0.333), trail (0.333), bowse (0.333)"
Draw,draw.v.16,bring or lead someone to a certain action or condition,N/A,"entity, breathe, act, be active, oversleep, nod, fall asleep, go to bed, get up, wake, keep up, wear, lie in, carry to term, keep down, gag, treat, exercise, exhaust, fracture","entity (0.600), breathe (0.600), act (0.600), be active (0.600), oversleep (0.600), nod (0.600), fall asleep (0.600), go to bed (0.600), get up (0.600), wake (0.600), keep up (0.600), wear (0.600), lie in (0.600), carry to term (0.600), keep down (0.600), gag (0.600), treat (0.600), exercise (0.600), exhaust (0.600), fracture (0.600)"
Hear,hear.v.01,perceive (sound) via the auditory sense,N/A,"catch, catch, entity, breathe, act, be active, oversleep, nod, fall asleep, go to bed, get up, wake, keep up, wear, lie in, carry to term, keep down, gag, treat, exercise","catch (0.200), catch (0.200), entity (0.600), breathe (0.600), act (0.600), be active (0.600), oversleep (0.600), nod (0.600), fall asleep (0.600), go to bed (0.600), get up (0.600), wake (0.600), keep up (0.600), wear (0.600), lie in (0.600), carry to term (0.600), keep down (0.600), gag (0.600), treat (0.600), exercise (0.600)"
Gesture,gesture.n.01,motion of hands or body to emphasize or help to express a thought or feeling,N/A,"jab, mudra, motion, abduction, adduction, agitation, body English, circumduction, disturbance, fetal movement, flit, headshake, inclination, inversion, inversion, jerk, kick, kneel, lurch, eye movement","jab (0.053), mudra (0.053), motion (0.059), abduction (0.111), adduction (0.111), agitation (0.111), body English (0.111), circumduction (0.111), disturbance (0.111), fetal movement (0.111), flit (0.111), headshake (0.111), inclination (0.111), inversion (0.111), inversion (0.111), jerk (0.111), kick (0.111), kneel (0.111), lurch (0.111), eye movement (0.111)"
Queue,queue.n.01,a line of people or vehicles waiting for something,waiting_line,"breadline, checkout line, chow line, gas line, reception line, ticket line, unemployment line, line, diagonal, file, line of march, line of succession, picket line, conga line, trap line, formation, main diagonal, secondary diagonal, snake dance, column","breadline (0.067), checkout line (0.067), chow line (0.067), gas line (0.067), reception line (0.067), ticket line (0.067), unemployment line (0.067), line (0.077), diagonal (0.143), file (0.143), line of march (0.143), line of succession (0.143), picket line (0.143), conga line (0.143), trap line (0.143), formation (0.167), main diagonal (0.200), secondary diagonal (0.200), snake dance (0.200), column (0.200)"
Talk,talk.n.01,an exchange of ideas via conversation,talking,"cant, dialogue, heart-to-heart, shmooze, shop talk, wind, yak, conversation, prate, crossfire, phatic speech, exchange, chat, gossiping, nothings, commerce, colloquy, rap, rap session, second-hand speech","cant (0.067), dialogue (0.067), heart-to-heart (0.067), shmooze (0.067), shop talk (0.067), wind (0.067), yak (0.067), conversation (0.077), prate (0.125), crossfire (0.143), phatic speech (0.143), exchange (0.143), chat (0.143), gossiping (0.143), nothings (0.143), commerce (0.143), colloquy (0.143), rap (0.143), rap session (0.143), second-hand speech (0.143)"
Talk,talk.n.02,discussion; (`talk about' is a less formal alternative for `discussion of'),N/A,"discussion, detail, dilation, consideration, expansion, communication, expatiation, reconsideration, embellishment, transmission, intercommunication, medium, channel, mail, dramaturgy, exhortation, expression, examination, persuasion, dissuasion","discussion (0.067), detail (0.125), dilation (0.125), consideration (0.125), expansion (0.125), communication (0.143), expatiation (0.176), reconsideration (0.176), embellishment (0.176), transmission (0.200), intercommunication (0.200), medium (0.200), channel (0.200), mail (0.200), dramaturgy (0.200), exhortation (0.200), expression (0.200), examination (0.200), persuasion (0.200), dissuasion (0.200)"
Knock,knock.n.01,the sound of knocking (as on a door or in an engine or bearing),knocking,"sound, bong, beat, beep, bell, buzz, chink, chirp, chirrup, chorus, click-clack, clip-clop, cry, ding, drip, drum, footfall, gargle, gurgle, jingle","sound (0.077), bong (0.143), beat (0.143), beep (0.143), bell (0.143), buzz (0.143), chink (0.143), chirp (0.143), chirrup (0.143), chorus (0.143), click-clack (0.143), clip-clop (0.143), cry (0.143), ding (0.143), drip (0.143), drum (0.143), footfall (0.143), gargle (0.143), gurgle (0.143), jingle (0.143)"
Pass,guide.v.05,"pass over, across, or through","guide, run, draw","rub, thread, thread, entity, breathe, act, be active, oversleep, nod, fall asleep, go to bed, get up, wake, keep up, wear, lie in, carry to term, keep down, gag, treat","rub (0.333), thread (0.333), thread (0.333), entity (0.500), breathe (0.500), act (0.500), be active (0.500), oversleep (0.500), nod (0.500), fall asleep (0.500), go to bed (0.500), get up (0.500), wake (0.500), keep up (0.500), wear (0.500), lie in (0.500), carry to term (0.500), keep down (0.500), gag (0.500), treat (0.500)"
Move,move.n.02,the act of changing your residence or place of business,relocation,"flit, overspill, change, entail, about-face, adulteration, downshift, downshift, filtration, reduction, decimalization, metrification, variation, turning, diversification, flux, switch, substitution, promotion, demotion","flit (0.059), overspill (0.059), change (0.067), entail (0.125), about-face (0.125), adulteration (0.125), downshift (0.125), downshift (0.125), filtration (0.125), reduction (0.125), decimalization (0.125), metrification (0.125), variation (0.125), turning (0.125), diversification (0.125), flux (0.125), switch (0.125), substitution (0.125), promotion (0.125), demotion (0.125)"
Move,motion.n.03,a change of position that does not entail a change of location,"motion, movement, motility","abduction, adduction, agitation, body English, circumduction, disturbance, fetal movement, flit, gesture, headshake, inclination, inversion, inversion, jerk, kick, kneel, lurch, eye movement, opening, prostration","abduction (0.059), adduction (0.059), agitation (0.059), body English (0.059), circumduction (0.059), disturbance (0.059), fetal movement (0.059), flit (0.059), gesture (0.059), headshake (0.059), inclination (0.059), inversion (0.059), inversion (0.059), jerk (0.059), kick (0.059), kneel (0.059), lurch (0.059), eye movement (0.059), opening (0.059), prostration (0.059)"
Alert,alert.n.01,condition of heightened watchfulness or preparation for action,qui_vive,"air alert, red alert, strip alert, readiness, ready, state, feeling, skillfulness, cleavage, medium, ornamentation, condition, condition, conditionality, ground state, nationhood, situation, relationship, relationship, tribalism","air alert (0.077), red alert (0.077), strip alert (0.077), readiness (0.091), ready (0.167), state (0.200), feeling (0.273), skillfulness (0.273), cleavage (0.273), medium (0.273), ornamentation (0.273), condition (0.273), condition (0.273), conditionality (0.273), ground state (0.273), nationhood (0.273), situation (0.273), relationship (0.273), relationship (0.273), tribalism (0.273)"
Speak,talk.v.02,express in speech,"talk, utter, mouth, verbalize, verbalise","read, vocalize, troll, begin, lip off, shout, whisper, peep, speak up, snap, enthuse, speak in tongues, swallow, verbalize, whiff, talk of, blubber, drone, bumble, rasp","read (0.111), vocalize (0.111), troll (0.111), begin (0.111), lip off (0.111), shout (0.111), whisper (0.111), peep (0.111), speak up (0.111), snap (0.111), enthuse (0.111), speak in tongues (0.111), swallow (0.111), verbalize (0.111), whiff (0.111), talk of (0.111), blubber (0.111), drone (0.111), bumble (0.111), rasp (0.111)"
Tell,state.v.01,express in words,"state, say","present, misstate, answer, precede, announce, articulate, get out, declare, declare, note, add, explain, give, summarize, plead, profess, argue, argue, call back, counter","present (0.200), misstate (0.200), answer (0.200), precede (0.200), announce (0.200), articulate (0.200), get out (0.200), declare (0.200), declare (0.200), note (0.200), add (0.200), explain (0.200), give (0.200), summarize (0.200), plead (0.333), profess (0.333), argue (0.333), argue (0.333), call back (0.333), counter (0.333)"
Paying_attention,attentiveness.n.01,paying particular notice (as to children or helpless people),"attentiveness, heed, regard","advertence, attention, clock-watching, ear, eye, notice, notice, basic cognitive process, mind, remark, inattention, intuition, perception, apperception, believing, classification, discrimination, learning, memory, representational process","advertence (0.059), attention (0.067), clock-watching (0.125), ear (0.125), eye (0.125), notice (0.125), notice (0.125), basic cognitive process (0.143), mind (0.176), remark (0.176), inattention (0.200), intuition (0.200), perception (0.200), apperception (0.200), believing (0.200), classification (0.200), discrimination (0.200), learning (0.200), memory (0.200), representational process (0.200)"
