word,synset,definition,synonyms,closest_words,closest_words_with_distances
Sitting,sit_down.v.01,take a seat,"sit_down, sit","change posture, straighten, arise, fall, fall, right, lie down, sink, hunch, straighten, bow, uncurl, sit up, take a bow, rear, drop open, draw up, take the floor, stretch, charge","change posture (0.200), straighten (0.333), arise (0.333), fall (0.333), fall (0.333), right (0.333), lie down (0.333), sink (0.333), hunch (0.333), straighten (0.333), bow (0.333), uncurl (0.333), sit up (0.333), take a bow (0.429), rear (0.429), drop open (0.429), draw up (0.429), take the floor (0.429), stretch (0.429), charge (0.429)"
Lying,lying.n.01,the deliberate act of deviating from the truth,"prevarication, fabrication","fibbing, falsification, distortion, equivocation, deception, wrongdoing, fakery, indirection, trickery, duplicity, cheat, delusion, pretense, imposture, obscurantism, bluff, take-in, brutalization, trespass, tort","fibbing (0.053), falsification (0.059), distortion (0.111), equivocation (0.111), deception (0.111), wrongdoing (0.125), fakery (0.158), indirection (0.158), trickery (0.158), duplicity (0.158), cheat (0.158), delusion (0.158), pretense (0.158), imposture (0.158), obscurantism (0.158), bluff (0.158), take-in (0.158), brutalization (0.176), trespass (0.176), tort (0.176)"
Lying,lie.v.02,"be lying, be prostrate; be in a horizontal position",lie,"sun, sprawl, recumb, overlie, lie awake, repose, bask, entity, breathe, act, rest, be active, oversleep, nod, fall asleep, go to bed, get up, wake, keep up, wear","sun (0.333), sprawl (0.333), recumb (0.333), overlie (0.333), lie awake (0.333), repose (0.333), bask (0.333), entity (0.500), breathe (0.500), act (0.500), rest (0.500), be active (0.500), oversleep (0.500), nod (0.500), fall asleep (0.500), go to bed (0.500), get up (0.500), wake (0.500), keep up (0.500), wear (0.500)"
Relaxing,relax.v.01,"become less tense, rest, or take one's ease","relax, loosen_up, unbend, unwind, decompress, slow_down","vege out, sit back, change state, wake up, zonk out, come to, tense, reduce, gain, dress, cross-fertilize, conceive, secularize, citrate, equilibrate, fall, become, worsen, better, disengage","vege out (0.143), sit back (0.143), change state (0.200), wake up (0.333), zonk out (0.333), come to (0.333), tense (0.333), reduce (0.333), gain (0.333), dress (0.333), cross-fertilize (0.333), conceive (0.333), secularize (0.333), citrate (0.333), equilibrate (0.333), fall (0.333), become (0.333), worsen (0.333), better (0.333), disengage (0.333)"
Chilling,cooling.n.01,the process of becoming cooler; a falling temperature,"cooling, temperature_reduction","freeze, heat dissipation, refrigeration, temperature change, freeze-drying, frost, advection, climate change, convection, heating, natural process, boiling, global warming, induction heating, overheating, radiant heating, thaw, radiation, absorption, acidification","freeze (0.077), heat dissipation (0.077), refrigeration (0.077), temperature change (0.091), freeze-drying (0.143), frost (0.143), advection (0.167), climate change (0.167), convection (0.167), heating (0.167), natural process (0.200), boiling (0.231), global warming (0.231), induction heating (0.231), overheating (0.231), radiant heating (0.231), thaw (0.231), radiation (0.273), absorption (0.273), acidification (0.273)"
Chilling,chilling.s.01,provoking fear terror,"scarey, scary, shivery, shuddery","entity, breathe, act, be active, oversleep, nod, fall asleep, go to bed, get up, wake, keep up, wear, lie in, carry to term, keep down, gag, treat, exercise, exhaust, fracture","entity (0.500), breathe (0.500), act (0.500), be active (0.500), oversleep (0.500), nod (0.500), fall asleep (0.500), go to bed (0.500), get up (0.500), wake (0.500), keep up (0.500), wear (0.500), lie in (0.500), carry to term (0.500), keep down (0.500), gag (0.500), treat (0.500), exercise (0.500), exhaust (0.500), fracture (0.500)"
Reading,reading.n.01,the cognitive process of understanding a written linguistic message,N/A,"speed-reading, perusal, browse, skim, linguistic process, higher cognitive process, search, thinking, suggestion, decision making, knowing, process, umpirage, awareness, incognizance, hunt, pursuit, free association, construction, reasoning","speed-reading (0.059), perusal (0.059), browse (0.059), skim (0.059), linguistic process (0.067), higher cognitive process (0.143), search (0.200), thinking (0.200), suggestion (0.200), decision making (0.200), knowing (0.200), process (0.231), umpirage (0.250), awareness (0.250), incognizance (0.250), hunt (0.250), pursuit (0.250), free association (0.250), construction (0.250), reasoning (0.250)"
Reading,read.v.01,interpret something that is written or printed,read,"anagram, reread, dip into, decipher, skim, lipread, interpret, misconstrue, read between the lines, mythicize, literalize, spiritualize, reinterpret, allegorize, take, read, educe, misread, misread, entity","anagram (0.143), reread (0.143), dip into (0.143), decipher (0.143), skim (0.143), lipread (0.143), interpret (0.200), misconstrue (0.333), read between the lines (0.333), mythicize (0.333), literalize (0.333), spiritualize (0.333), reinterpret (0.333), allegorize (0.333), take (0.333), read (0.333), educe (0.333), misread (0.429), misread (0.429), entity (0.667)"
Living room,N/A,N/A,N/A,N/A,N/A
Blanket,blanket.n.01,bedding that keeps a person warm in bed,cover,"afghan, electric blanket, mackinaw, manta, security blanket, bedclothes, bedroll, bedspread, mattress cover, quilt, throw, cloth covering, coverlet, eiderdown, patchwork, quilted bedspread, antimacassar, back, blindfold, bosom","afghan (0.053), electric blanket (0.053), mackinaw (0.053), manta (0.053), security blanket (0.053), bedclothes (0.059), bedroll (0.111), bedspread (0.111), mattress cover (0.111), quilt (0.111), throw (0.111), cloth covering (0.125), coverlet (0.158), eiderdown (0.158), patchwork (0.158), quilted bedspread (0.158), antimacassar (0.176), back (0.176), blindfold (0.176), bosom (0.176)"
Laptop,laptop.n.01,a portable computer small enough to use in your lap,laptop_computer,"portable computer, briefcase computer, hand-held computer, notebook, personal computer, planner, desktop computer, digital computer, bulletin board system, file server, mainframe, minicomputer, multiprocessor, von Neumann machine, workstation, computer, dedicated file server, non-dedicated file server, supercomputer, analog computer","portable computer (0.040), briefcase computer (0.077), hand-held computer (0.077), notebook (0.077), personal computer (0.083), planner (0.111), desktop computer (0.120), digital computer (0.130), bulletin board system (0.167), file server (0.167), mainframe (0.167), minicomputer (0.167), multiprocessor (0.167), von Neumann machine (0.167), workstation (0.167), computer (0.182), dedicated file server (0.200), non-dedicated file server (0.200), supercomputer (0.200), analog computer (0.217)"
Headphones,earphone.n.01,electro-acoustic transducer for converting electric signals into sounds; it is held over or inserted into the ear,"earphone, earpiece, headphone, phone","earplug, telephone receiver, electro-acoustic transducer, headset, cartridge, loudspeaker, microphone, transducer, bug, bullhorn, condenser microphone, crystal microphone, crystal pickup, directional microphone, spike mike, squawk box, subwoofer, tannoy, tweeter, woofer","earplug (0.043), telephone receiver (0.043), electro-acoustic transducer (0.048), headset (0.083), cartridge (0.091), loudspeaker (0.091), microphone (0.091), transducer (0.100), bug (0.130), bullhorn (0.130), condenser microphone (0.130), crystal microphone (0.130), crystal pickup (0.130), directional microphone (0.130), spike mike (0.130), squawk box (0.130), subwoofer (0.130), tannoy (0.130), tweeter (0.130), woofer (0.130)"
Popcorn,popcorn.n.01,corn having small ears and kernels that burst when exposed to dry heat,Zea_mays_everta,"corn, field corn, sweet corn, cereal, dent corn, flint corn, soft corn, oat, barley, rice, ricegrass, pearl millet, rye, millet, grain, wheat, corn, wild rice, grass, cereal oat","corn (0.037), field corn (0.071), sweet corn (0.071), cereal (0.077), dent corn (0.103), flint corn (0.103), soft corn (0.103), oat (0.111), barley (0.111), rice (0.111), ricegrass (0.111), pearl millet (0.111), rye (0.111), millet (0.111), grain (0.111), wheat (0.111), corn (0.111), wild rice (0.111), grass (0.120), cereal oat (0.143)"
Popcorn,popcorn.n.02,small kernels of corn exploded by heat,N/A,"corn, sweet corn, hominy, grain, lye hominy, pearl hominy, grist, groats, millet, barley, buckwheat, wheat, oat, rice, wild rice, malt, foodstuff, pearl barley, bulgur, cracked wheat","corn (0.059), sweet corn (0.111), hominy (0.111), grain (0.125), lye hominy (0.158), pearl hominy (0.158), grist (0.176), groats (0.176), millet (0.176), barley (0.176), buckwheat (0.176), wheat (0.176), oat (0.176), rice (0.176), wild rice (0.176), malt (0.176), foodstuff (0.200), pearl barley (0.222), bulgur (0.222), cracked wheat (0.222)"
Snacks,bite.n.04,a light informal meal,"bite, collation, snack","refreshment, nosh, coffee break, meal, mess, square meal, potluck, refection, breakfast, brunch, lunch, tea, dinner, supper, buffet, picnic, nosh-up, ploughman's lunch, banquet, nutriment","refreshment (0.059), nosh (0.059), coffee break (0.059), meal (0.067), mess (0.125), square meal (0.125), potluck (0.125), refection (0.125), breakfast (0.125), brunch (0.125), lunch (0.125), tea (0.125), dinner (0.125), supper (0.125), buffet (0.125), picnic (0.125), nosh-up (0.125), ploughman's lunch (0.125), banquet (0.125), nutriment (0.143)"
Cuddling,cuddle.v.01,move or arrange oneself in a comfortable and cozy position,"cuddle, snuggle, nestle, nest, nuzzle, draw_close","cling to, entity, breathe, act, be active, oversleep, nod, fall asleep, go to bed, get up, wake, keep up, wear, lie in, carry to term, keep down, gag, treat, exercise, exhaust","cling to (0.200), entity (0.667), breathe (0.667), act (0.667), be active (0.667), oversleep (0.667), nod (0.667), fall asleep (0.667), go to bed (0.667), get up (0.667), wake (0.667), keep up (0.667), wear (0.667), lie in (0.667), carry to term (0.667), keep down (0.667), gag (0.667), treat (0.667), exercise (0.667), exhaust (0.667)"
Cuddling,cuddle.v.02,"hold (a person or thing) close, as for affection, comfort, or warmth",cuddle,"embrace, clinch, interlock, clasp, grasp, latch on, cling, entity, breathe, act, be active, oversleep, nod, fall asleep, go to bed, get up, wake, keep up, wear, lie in","embrace (0.111), clinch (0.200), interlock (0.200), clasp (0.250), grasp (0.429), latch on (0.500), cling (0.500), entity (0.750), breathe (0.750), act (0.750), be active (0.750), oversleep (0.750), nod (0.750), fall asleep (0.750), go to bed (0.750), get up (0.750), wake (0.750), keep up (0.750), wear (0.750), lie in (0.750)"
Lounge,sofa.n.01,an upholstered seat for more than one person,"sofa, couch","convertible, daybed, divan, love seat, settee, squab, seat, davenport, studio couch, bench, bench, box, box seat, chair, ottoman, Siege Perilous, stool, toilet seat, furniture, chesterfield","convertible (0.048), daybed (0.048), divan (0.048), love seat (0.048), settee (0.048), squab (0.048), seat (0.053), davenport (0.091), studio couch (0.091), bench (0.100), bench (0.100), box (0.100), box seat (0.100), chair (0.100), ottoman (0.100), Siege Perilous (0.100), stool (0.100), toilet seat (0.100), furniture (0.111), chesterfield (0.130)"
Lounge,lounge.n.02,a room (as in a hotel or airport) with seating where people can wait,"waiting_room, waiting_area","cloakroom, departure lounge, room, anechoic chamber, anteroom, back room, ballroom, barroom, bathroom, bedroom, belfry, billiard room, boardroom, cardroom, cell, cell, chamber, checkroom, classroom, clean room","cloakroom (0.053), departure lounge (0.053), room (0.059), anechoic chamber (0.111), anteroom (0.111), back room (0.111), ballroom (0.111), barroom (0.111), bathroom (0.111), bedroom (0.111), belfry (0.111), billiard room (0.111), boardroom (0.111), cardroom (0.111), cell (0.111), cell (0.111), chamber (0.111), checkroom (0.111), classroom (0.111), clean room (0.111)"
Evening,evening.n.01,the latter part of the day (the period of decreasing daylight from late afternoon until nightfall),"eve, even, eventide","guest night, day, afternoon, midafternoon, time period, trial period, time frame, hours, downtime, uptime, work time, time off, bout, hospitalization, travel time, times, time, elapsed time, duration, week","guest night (0.067), day (0.077), afternoon (0.143), midafternoon (0.143), time period (0.167), trial period (0.231), time frame (0.231), hours (0.231), downtime (0.231), uptime (0.231), work time (0.231), time off (0.231), bout (0.231), hospitalization (0.231), travel time (0.231), times (0.231), time (0.231), elapsed time (0.231), duration (0.231), week (0.231)"
Weekend,weekend.n.01,a time period usually extending from Friday night through Sunday; more loosely defined as any period of successive days including one and only one Sunday,N/A,"time period, trial period, time frame, hours, downtime, uptime, work time, time off, bout, hospitalization, travel time, times, time, elapsed time, duration, week, midweek, field day, life, life","time period (0.091), trial period (0.167), time frame (0.167), hours (0.167), downtime (0.167), uptime (0.167), work time (0.167), time off (0.167), bout (0.167), hospitalization (0.167), travel time (0.167), times (0.167), time (0.167), elapsed time (0.167), duration (0.167), week (0.167), midweek (0.167), field day (0.167), life (0.167), life (0.167)"
