group_key,word,count,total_group_count,is_main,variation_rank
catch,catch,15,22,False,2
phone,phone,20,22,True,1
phone,phones,2,22,False,2
problems,problems,16,22,True,1
problems,problem,6,22,False,2
emotional,emotional,18,22,True,1
emotional,emotions,2,22,False,2
emotional,emotionally,2,22,False,3
cry,cry,21,22,True,1
cry,cry,1,22,False,2
see,see,22,22,True,1
affection,affection,21,21,True,1
making,making,21,21,True,1
reassured,reassured,15,21,True,1
reassured,reassure,4,21,False,2
reassured,reassured,2,21,False,3
calm,calm,20,21,True,1
calm,calms,1,21,False,2
husband,husband,20,21,True,1
husband,housband,1,21,False,2
therapist,therapist,21,21,True,1
stroking,stroking,21,21,True,1
outside,outside,21,21,True,1
another,another,20,20,True,1
dinner,dinner,20,20,True,1
people,people,20,20,True,1
wake,wake,8,20,True,1
wake,wake,9,20,False,2
wake,wakes,1,20,False,3
wake,awake,2,20,False,4
