word,synset,definition,synonyms,closest_words,closest_words_with_distances
Ask,ask.v.02,make a request or demand for something to somebody,N/A,"request, solicit, request, order, call, invite, propose, order, encore, petition, demand, appeal, supplicate, apply, solicit, reserve, challenge, excuse, demand, claim","request (0.077), solicit (0.077), request (0.091), order (0.143), call (0.143), invite (0.143), propose (0.143), order (0.167), encore (0.167), petition (0.167), demand (0.167), appeal (0.167), supplicate (0.167), apply (0.167), solicit (0.167), reserve (0.167), challenge (0.167), excuse (0.167), demand (0.167), claim (0.167)"
Behind,behind.r.01,in or to or toward the rear,N/A,"entity, breathe, act, be active, oversleep, nod, fall asleep, go to bed, get up, wake, keep up, wear, lie in, carry to term, keep down, gag, treat, exercise, exhaust, fracture","entity (0.500), breathe (0.500), act (0.500), be active (0.500), oversleep (0.500), nod (0.500), fall asleep (0.500), go to bed (0.500), get up (0.500), wake (0.500), keep up (0.500), wear (0.500), lie in (0.500), carry to term (0.500), keep down (0.500), gag (0.500), treat (0.500), exercise (0.500), exhaust (0.500), fracture (0.500)"
Touched,touch.v.01,"make physical contact with, come in contact with",touch,"engage, touch, toe, pick up, strike, finger, feel, palpate, handle, stroke, hit, brush, skim over, hit, strike, snog, kiss, mouth, press, tag","engage (0.333), touch (0.333), toe (0.333), pick up (0.333), strike (0.333), finger (0.333), feel (0.333), palpate (0.333), handle (0.333), stroke (0.333), hit (0.333), brush (0.333), skim over (0.333), hit (0.333), strike (0.333), snog (0.333), kiss (0.333), mouth (0.333), press (0.333), tag (0.333)"
Consent,consent.n.01,permission to do something,N/A,"informed consent, permission, authority, all clear, dismissal, green light, leave, pass, pass, approval, boarding card, hall pass, ticket-of-leave, safe-conduct, approbation, sanction, recognition, connivance, encouragement, acclaim","informed consent (0.067), permission (0.077), authority (0.143), all clear (0.143), dismissal (0.143), green light (0.143), leave (0.143), pass (0.143), pass (0.143), approval (0.167), boarding card (0.200), hall pass (0.200), ticket-of-leave (0.200), safe-conduct (0.200), approbation (0.231), sanction (0.231), recognition (0.231), connivance (0.231), encouragement (0.231), acclaim (0.231)"
Creepy,creepy.s.01,annoying and unpleasant,N/A,"entity, breathe, act, be active, oversleep, nod, fall asleep, go to bed, get up, wake, keep up, wear, lie in, carry to term, keep down, gag, treat, exercise, exhaust, fracture","entity (0.500), breathe (0.500), act (0.500), be active (0.500), oversleep (0.500), nod (0.500), fall asleep (0.500), go to bed (0.500), get up (0.500), wake (0.500), keep up (0.500), wear (0.500), lie in (0.500), carry to term (0.500), keep down (0.500), gag (0.500), treat (0.500), exercise (0.500), exhaust (0.500), fracture (0.500)"
Random,random.a.01,lacking any definite plan or order or purpose; governed by or depending on chance,N/A,"entity, breathe, act, be active, oversleep, nod, fall asleep, go to bed, get up, wake, keep up, wear, lie in, carry to term, keep down, gag, treat, exercise, exhaust, fracture","entity (0.500), breathe (0.500), act (0.500), be active (0.500), oversleep (0.500), nod (0.500), fall asleep (0.500), go to bed (0.500), get up (0.500), wake (0.500), keep up (0.500), wear (0.500), lie in (0.500), carry to term (0.500), keep down (0.500), gag (0.500), treat (0.500), exercise (0.500), exhaust (0.500), fracture (0.500)"
Man,man.n.01,an adult person who is male (as opposed to a woman),adult_male,"Adam, Cain, Abel, Seth, Black man, white man, yellow man, babu, bachelor, bey, boy, boyfriend, ex-boyfriend, bull, dandy, ejaculator, Esquire, eunuch, father figure, father-figure","Adam (0.053), Cain (0.053), Abel (0.053), Seth (0.053), Black man (0.053), white man (0.053), yellow man (0.053), babu (0.053), bachelor (0.053), bey (0.053), boy (0.053), boyfriend (0.053), ex-boyfriend (0.053), bull (0.053), dandy (0.053), ejaculator (0.053), Esquire (0.053), eunuch (0.053), father figure (0.053), father-figure (0.053)"
Approached,approach.v.01,move towards,"approach, near, come_on, go_up, draw_near, draw_close, come_near","drive up, bear down on, edge in, close, push, come, emanate, address, approach, flow out, greet, approach, get on, hit, shake hands, curtsy, salute, salute, salute, hail","drive up (0.143), bear down on (0.143), edge in (0.143), close (0.143), push (0.143), come (0.200), emanate (0.333), address (0.333), approach (0.333), flow out (0.429), greet (0.429), approach (0.429), get on (0.429), hit (0.500), shake hands (0.500), curtsy (0.500), salute (0.500), salute (0.500), salute (0.500), hail (0.500)"
Stopped,stop.v.01,"come to a halt, stop moving","stop, halt","go off, pull up short, check, check, check, rein, stall, stall, draw up, brake, settle, entity, breathe, act, be active, oversleep, nod, fall asleep, go to bed, get up","go off (0.333), pull up short (0.333), check (0.333), check (0.333), check (0.333), rein (0.333), stall (0.333), stall (0.333), draw up (0.333), brake (0.333), settle (0.333), entity (0.500), breathe (0.500), act (0.500), be active (0.500), oversleep (0.500), nod (0.500), fall asleep (0.500), go to bed (0.500), get up (0.500)"
Pervert,pervert.n.01,a person whose behavior deviates from what is acceptable especially in sexual behavior,"deviant, deviate, degenerate","fetishist, masochist, nymphomaniac, pederast, pedophile, sadist, sadomasochist, satyr, sodomite, reprobate, flagellant, scapegrace, wretch, organism, benthos, dwarf, heterotroph, parent, person, animal","fetishist (0.043), masochist (0.043), nymphomaniac (0.043), pederast (0.043), pedophile (0.043), sadist (0.043), sadomasochist (0.043), satyr (0.043), sodomite (0.043), reprobate (0.048), flagellant (0.083), scapegrace (0.091), wretch (0.091), organism (0.294), benthos (0.333), dwarf (0.333), heterotroph (0.333), parent (0.333), person (0.333), animal (0.333)"
Inappropriate,inappropriate.a.01,not suitable for a particular occasion etc,N/A,"entity, breathe, act, be active, oversleep, nod, fall asleep, go to bed, get up, wake, keep up, wear, lie in, carry to term, keep down, gag, treat, exercise, exhaust, fracture","entity (0.500), breathe (0.500), act (0.500), be active (0.500), oversleep (0.500), nod (0.500), fall asleep (0.500), go to bed (0.500), get up (0.500), wake (0.500), keep up (0.500), wear (0.500), lie in (0.500), carry to term (0.500), keep down (0.500), gag (0.500), treat (0.500), exercise (0.500), exhaust (0.500), fracture (0.500)"
Boundary,boundary.n.02,a line determining the limits of an area,"edge, bound","rim, margin, periphery, brink, upper bound, lower bound, thalweg, line, lip, curve, curve, straight line, geodesic, perimeter, centerline, shape, normal curve, regression line, meander, closed curve","rim (0.077), margin (0.077), periphery (0.077), brink (0.077), upper bound (0.077), lower bound (0.077), thalweg (0.077), line (0.091), lip (0.143), curve (0.167), curve (0.167), straight line (0.167), geodesic (0.167), perimeter (0.167), centerline (0.167), shape (0.200), normal curve (0.231), regression line (0.231), meander (0.231), closed curve (0.231)"
Pick_fight,N/A,N/A,N/A,N/A,N/A
Not_okay,N/A,N/A,N/A,N/A,N/A
