ResponseID|Touch No.|Social_self|Social_body|Social_place|Social_context|Intention&Purpose|Appropriateness|Sensory|Valence&Arousal_x|Valence&Arousal_y|Emotional_self|Emotional_touch|Continue|Input|Valence|Arousal|Type|Contact|Direction|Speed (cm/s)|Force|Touch_desc
R_UFnb3mIMesLjZhn|23|romantic partner|my back|my room|Im having an anxiety attack and my partner is trying to comfort me.|well sometimes when im anxious my partner does this rapid motion on my back to comfort me and usually helps me a lot.|Yes, that would be okay.|like a light swing motion, soft and rhythmic|964.0|954.0|Makes me feel good, it feels safe and that the person touching is there in person. Makes me feel calm and that I'm in a safe environment.|The touch is calming and pleasant. Makes me feel relaxed.|NO, I would like to finish the survey now.||964.0|-954.0|horizontal hand|hand|horizontal|18|light|hand horizontal 18 light
R_1NfgYe47pNbuLfu|23|A romantic partner|My leg|In the sofa|My skin gets goose bumps.|To tease me.|Yes, that would be okay.|The touch was stirring, exciting, provocative.|1067.0|1014.0|I feel desire, thrilled and playful.|Provocative, tentative and exciting.|YES, show me another video||1067.0|-1014.0|horizontal hand|hand|horizontal|18|light|hand horizontal 18 light
R_2asHCv05zQOnNDj|23|a romantic partner|back|at home, on the sofa|they are comforting me|to comfort me|Yes, that would be okay.|gentle, but rapid. repetitive. elongated|1001.0|1227.0|connection, comforted, love.|comforting, friendly, noticeable, warm|YES, show me another video||1001.0|-1227.0|horizontal hand|hand|horizontal|18|light|hand horizontal 18 light
R_1EafSu8K81uHXlM|23|My husband|leg|on the sofa at home|I am reading a book and my husband is sitting next to me doing the same|My husband stops reading to go to the kitchen and touches me like that to show a sign of affection|Yes, that would be okay.|A rubbing fast movement with some compression and warmth|1027.0|186.0|I feel loved and safe|the touch is comforting and attention-grabbing|YES, show me another video||1027.0|-186.0|horizontal hand|hand|horizontal|18|light|hand horizontal 18 light
R_31WYFRCG7aomTB5|23|My sister|The hand|In the living room|We played a 2 player game and i have been losing constantly and she's consoling me|Making me feel better and not lose hope on the game|Yes, that would be okay.|Smooth|1061.0|704.0|Like she is mocking me and enjoying seeing me lose|Calming|NO, I would like to finish the survey now.||1061.0|-704.0|horizontal hand|hand|horizontal|18|light|hand horizontal 18 light
R_22n9PtoHiHXLcZv|23|my daughter|leg|living room|she is rubbing my leg because it is sore|to relive the pain|Yes, that would be okay.|stroking and rubbing to provide relief|917.0|1109.0|relieved|soothing|NO, I would like to finish the survey now.||917.0|-1109.0|horizontal hand|hand|horizontal|18|light|hand horizontal 18 light
R_1jZCrjBnqdPM9iY|23|My girlfriend|Upper arm, shoulders or hair|Bedroom|I am most likely sad or depressed about something|To provide physical comfort and consolation|Yes, that would be okay.|Gentle, light, soft, smooth|1041.0|248.0|Calm, empathethic, fragile, comfortable|reassuring, relaxing, pleasant, calming, comforting|YES, show me another video||1041.0|-248.0|horizontal hand|hand|horizontal|18|light|hand horizontal 18 light
R_3RxYzM9VfL4A6GF|23|My wife|My back.|Lying on my bed in my house.|My wife is touching my back.|My wife is showing affection or confirming that I am with her. This is after making love and we are lying together on the bed. This kind of touch is after we hug each other tightly.|Yes, that would be okay.|Urgent, fast, insistent.|732.0|1190.0|I feel needed.|The touch is insistent. It is demanding of my attention.|YES, show me another video||732.0|-1190.0|horizontal hand|hand|horizontal|18|light|hand horizontal 18 light
R_cYGkD9dOxaXZp9D|23|family member|my arm|at home|My family member is telling me everything is going to be okay.|to comfort me|Yes, that would be okay.|rubbing, warm, feathery, light. smooth, soft|1020.0|1216.0|affection, calmness, comfortable, connection, empathy, love, sympathy|bonding, calming, comforting, delicate, distressing, friendly, gentle, meaningful, relaxing, reassuring, warm|YES, show me another video||1020.0|-1216.0|horizontal hand|hand|horizontal|18|light|hand horizontal 18 light
R_12clysdmwxdzPrE|23|A colleague|My shoulder|At work, in my office.|My colleague/work friend is rubbing my shoulders as a way to comfort me whilst we're sat next to each other|To comfort me, maybe because I've shared some sad details about my life, or work has burnt me out and they're trying to be re-assuring.|Yes, that would be okay.|Lightweight slow rubbing of one's hands over another's arm.|918.0|1140.0|It makes me feel comfortable and validated, but also slight guilt for putting someone else into this situation where they have to comfort me.|Reassuring and comforting.|NO, I would like to finish the survey now.||918.0|-1140.0|horizontal hand|hand|horizontal|18|light|hand horizontal 18 light
R_1oHHOHIsjW4jRZz|23|friend|shoulder|in my house|im telling the person something that hurt me|comfort me and show support|Yes, that would be okay.|warm, strong|992.0|1172.0|protected, secure and understood|comforting|YES, show me another video||992.0|-1172.0|horizontal hand|hand|horizontal|18|light|hand horizontal 18 light
R_3fvlGxVpLBcS17Q|23|My grandmom|back|At my grandmother's house|She hugs me because of my problems.|Shes trying to make me happy and to stop crying|Yes, that would be okay.|soft, warm|1233.0|698.0|safe, loved, happier|warming, relaxing and distressing|NO, I would like to finish the survey now.||1233.0|-698.0|horizontal hand|hand|horizontal|18|light|hand horizontal 18 light
R_3nvDUvb4n4XEDhV|23|friend|my back|in house|talking with each other|to chill my body|Yes, that would be okay.|tickling|1154.0|787.0|comfortable, confident, connection|erotic, enjoyable|YES, show me another video||1154.0|-787.0|horizontal hand|hand|horizontal|18|light|hand horizontal 18 light
R_wTSfaROWwlpTegN|23|A doctor|back of my right arm|at a medical clinic|The doctor needs to take a sample of my blood.|The doctor is rubbing my arm as it is supposed to make veins easier to identify and see. The doctor needs to take a sample of my blood.|Yes, that would be okay.|friction, rubbing, stroking, sweeping, stretchinh, consistent, fast, intense, localized|670.0|900.0|I feel stressed|The touch is purposeful|YES, show me another video||670.0|-900.0|horizontal hand|hand|horizontal|18|light|hand horizontal 18 light
R_3ND0XiXPV3ib2M4|23|Grandmom|My shoulder|At my grandparents home|gentle cuddle of shoulder|My granny is comforting me after i told her something hard for me|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|Loving, comforting pats and cuddles|1168.0|232.0|I feel safe|comforting|YES, show me another video||1168.0|-232.0|horizontal hand|hand|horizontal|18|light|hand horizontal 18 light
R_3nTUTC788Ccdl7C|23|My grandparent|My arm|A family dinner|My grandparent is being warm towards me|Make me feel seen|Yes, that would be okay.|Sweet, Wholesome|1154.0|327.0|Valued|Appreciated|YES, show me another video||1154.0|-327.0|horizontal hand|hand|horizontal|18|light|hand horizontal 18 light
R_25ShVGoLfrP3dRB|23|PARTNER|HANDS|IN THE BEDROOM|I am crying|trying to call me back to order|Yes, that would be okay.|rubbing|1140.0|529.0|connection|connecting|NO, I would like to finish the survey now.||1140.0|-529.0|horizontal hand|hand|horizontal|18|light|hand horizontal 18 light
R_3PhO9fg9SLT8BTP|23|girlfriend|chest|at home in the bedroom|she's seducing me|She's building up sexual tension for the eventual intercourse|Yes, that would be okay.|rubbing and warm|1144.0|1053.0|Admiration, Romance, Connection|Comforting, Warm, Sensual, Sexy,|YES, show me another video||1144.0|-1053.0|horizontal hand|hand|horizontal|18|light|hand horizontal 18 light
R_1r1wbISdwg0U7oE|23|a friend|your forearm|at home|he's stroking my forearm making eye contact as well as physical|he's trying to comfort me|Yes, that would be okay.|it seems to me a type of touch that is used to try to calm a person through caresses|1025.0|954.0|serene and peaceful|calming|YES, show me another video||1025.0|-954.0|horizontal hand|hand|horizontal|18|light|hand horizontal 18 light
R_2COHSD5RBh45jtJ|23|my therapist|my belly|in the therapist office|I'm in appointment of my therapist|To warm up my skin|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|swabbing|1077.0|438.0|calmness|Delicate|NO, I would like to finish the survey now.||1077.0|-438.0|horizontal hand|hand|horizontal|18|light|hand horizontal 18 light
R_1FhxsBIMpqMEt8s|23|A friend.|My arm.|Home.|The person thinks I have mosquito bit and scratches it for me.|No idea, if there really isn't a mosquito bite and I for some reason can't scratch it myself.|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|Scratching.|494.0|464.0|Confused.|Confusing.|YES, show me another video||494.0|-464.0|horizontal hand|hand|horizontal|18|light|hand horizontal 18 light
R_1Q6f21wTmOIodNz|23|Girlfriend|Shoulder|Home|Something sad happened|Conforting|Yes, that would be okay.|Caring, sympathetic and nurturing|479.0|901.0|It feels indiferent for me|The touch is bland and cold but with good intentions behind it|YES, show me another video||479.0|-901.0|horizontal hand|hand|horizontal|18|light|hand horizontal 18 light
R_3qX5yqlNKWRqJxR|23|my grandfather|back|my grandad house|we just saw each other after some time|greet me, affection|Yes, that would be okay.|hugging, soft|847.0|720.0|Affection|Meaningful|NO, I would like to finish the survey now.||847.0|-720.0|horizontal hand|hand|horizontal|18|light|hand horizontal 18 light
R_WwFwSDeTevbw0vL|23|friend|arm|at home|I felt sad and he wants to cheer up me|I felt sad and he wants to cheer up me|Yes, that would be okay.|Tickling, Soft|855.0|583.0|Admiration|Friendly|NO, I would like to finish the survey now.||855.0|-583.0|horizontal hand|hand|horizontal|18|light|hand horizontal 18 light
R_DqtxoNHLdtt1ppD|23|A friend|My arm|At home, watching TV|We just chilling and my friend is trying to get my attention because I'm focused on something else|My friend is trying to get my attention because I'm focused on something else and I'm not giving them the attention the need immediately.|Yes, that would be okay.|The touch s delicate and friendly. It's also persistent but soft. The friend is rubbing and tapping me at the same time with their fingers|970.0|422.0|I feel at ease and that my friend has something important they want to share because thy need my attention desperately|delicate and soft but persistent|YES, show me another video||970.0|-422.0|horizontal hand|hand|horizontal|18|light|hand horizontal 18 light
R_yWHokgKjJxgWU7v|23|My son|My arm|At home on the sofa|My son is stroking my arm|To soothe  and reassure me|Yes, that would be okay.|Rhythmic, light, swiftly, stroking, reassuring, soothing, friendly's|1059.0|410.0|Connection, reassured, safe, trust|Reassuring, comforting, bonding, calming|YES, show me another video||1059.0|-410.0|horizontal hand|hand|horizontal|18|light|hand horizontal 18 light
R_3LZSlNKPN8faJNI|23|A friend who is consoling me or giving advice|My shoulders and back|Taking a walk in the park or at the mall|I am venting about a stressfull situation that happened at work|To console me and try to make me feel better. Trying to let me know that it will be okay and giving friendly advice on how to deal with the situation.|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|Soft, Light, Warm, Stroking, Patting,|496.0|446.0|Adoration and comfort; safe|Calming; reassuring; warm and delicate|YES, show me another video||496.0|-446.0|horizontal hand|hand|horizontal|18|light|hand horizontal 18 light
R_1Nrnzkl0j6R4QV6|23|My boyfriend.|My arm.|Home.|I just went through a rough situation and he's comforting me.|Making me feel supported and valued.|Yes, that would be okay.|It's rubbing on my skin, makes it feel warm.|1001.0|1214.0|I feel comforted and encouraged.|The touch is warm and makes me feel loved.|YES, show me another video||1001.0|-1214.0|horizontal hand|hand|horizontal|18|light|hand horizontal 18 light
R_sjaVwcEvcEgU2Mp|23|A family member|Shoulder|Home|Talking about the day, hearing about good news|Express a good feeling related to good news|Yes, that would be okay.|Tickling, Reassuring|968.0|1126.0|Gratitude, Amusement, Relief|Calming, Warm|YES, show me another video||968.0|-1126.0|horizontal hand|hand|horizontal|18|light|hand horizontal 18 light
R_1K2pmTqaI5h2YSK|23|A male co-worker|My back|In the office|I am upset about something that happened at work|To reassure me|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|Pressing Firm and rhythmic|711.0|1071.0|A bit freaked out. I know his intentions are good and it’s not really inappropriate but we don’t normally touch each other at all, and I’m a bit uncomfortable with it. And I’m embarrassed that he thought I was so upset that it was necessary. I’m also now worrying in case he has feelings for me that are not reciprocated.|Creepy and unsettling|NO, I would like to finish the survey now.||711.0|-1071.0|horizontal hand|hand|horizontal|18|light|hand horizontal 18 light
R_Twj3zPm6yV1Jilr|23|Family member|Back|At home|I am upset|To comfort me|Yes, that would be okay.|Light gentle slow rubbing|1055.0|704.0|comforted|Gentle|YES, show me another video||1055.0|-704.0|horizontal hand|hand|horizontal|18|light|hand horizontal 18 light
R_6E8NRvQ4wPiPicF|23|my husband|Everywhere|At home|He is showing me affection|Love and affection|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|Affectionate, tender|940.0|865.0|Loved and cared for|Loving and affectionate|YES, show me another video||940.0|-865.0|horizontal hand|hand|horizontal|18|light|hand horizontal 18 light
R_sLKi2aFvrL442ch|23|Partner|Hand|Bedroom|Calming|Trying to calm|Yes, that would be okay.|Stroking|1015.0|516.0|Calmed|Calming|YES, show me another video||1015.0|-516.0|horizontal hand|hand|horizontal|18|light|hand horizontal 18 light
R_1IsIohbnG2HKNsv|23|my female friend|my forearm, my thigh or my shoulder|in a room at a house party|We're talking and I'm confessing to her about my problems.|To console me and show support.|Yes, that would be okay.|smooth, delicate and warm rubbing|1176.0|1125.0|I feel sympathy, support and a sense of connection between us.|The touch is comforting, calming, reassuring and full of support and understanding.|YES, show me another video||1176.0|-1125.0|horizontal hand|hand|horizontal|18|light|hand horizontal 18 light
R_3kzzYXSlbDVvxKb|23|an acquaintance or an not very close relative|hand|cafe|Someone is nerveous but is trying to comfort me|trying to comfort me|It depends (e.g. if they asked me for permission before or if they would stop when I asked them to)|Nerveus, friction, Rubbing, bumpy|684.0|914.0|gratitude bu a bit uncomfortable|Uncomfortable|YES, show me another video||684.0|-914.0|horizontal hand|hand|horizontal|18|light|hand horizontal 18 light
R_2RUsV3SU6UbZ3as|23|An acquaintance|My hand and lower arm|At home in the bedroom|I am asleep and the person is gently waking me up|To awaken me gently and not scare me|Yes, that would be okay.|Rubbing, consistent. and soft.|1079.0|299.0|Adoration, belonging, calmness, comfortable.|Calming, comforting, delicate|YES, show me another video||1079.0|-299.0|horizontal hand|hand|horizontal|18|light|hand horizontal 18 light
