word,synset,definition,synonyms,closest_words,closest_words_with_distances
sitting,sitting.n.02,the act of assuming or maintaining a seated position,N/A,"motion, abduction, adduction, agitation, body English, circumduction, disturbance, fetal movement, flit, gesture, headshake, inclination, inversion, inversion, jerk, kick, kneel, lurch, eye movement, opening","motion (0.059), abduction (0.111), adduction (0.111), agitation (0.111), body English (0.111), circumduction (0.111), disturbance (0.111), fetal movement (0.111), flit (0.111), gesture (0.111), headshake (0.111), inclination (0.111), inversion (0.111), inversion (0.111), jerk (0.111), kick (0.111), kneel (0.111), lurch (0.111), eye movement (0.111), opening (0.111)"
person,person.n.01,a human being,"individual, someone, somebody, mortal, soul","organism, benthos, dwarf, heterotroph, parent, causal agent, animal, plant, native, recombinant, conspecific, carrier, denizen, amphidiploid, diploid, haploid, heteroploid, polyploid, animalcule, microorganism","organism (0.077), benthos (0.143), dwarf (0.143), heterotroph (0.143), parent (0.143), causal agent (0.143), animal (0.143), plant (0.143), native (0.143), recombinant (0.143), conspecific (0.143), carrier (0.143), denizen (0.143), amphidiploid (0.143), diploid (0.143), haploid (0.143), heteroploid (0.143), polyploid (0.143), animalcule (0.143), microorganism (0.143)"
get,get.v.01,come into the possession of something concrete or abstract,acquire,"isolate, win back, press out, capture, come by, buy, lease, receive, turn, buy, find, glom, enter upon, line up, accept, obtain, recover, catch, recover, reclaim","isolate (0.333), win back (0.333), press out (0.333), capture (0.333), come by (0.333), buy (0.333), lease (0.333), receive (0.333), turn (0.333), buy (0.333), find (0.333), glom (0.333), enter upon (0.333), line up (0.333), accept (0.333), obtain (0.333), recover (0.333), catch (0.333), recover (0.333), reclaim (0.333)"
hand,hand.n.01,the (prehensile) extremity of the superior limb,"manus, mitt, paw","fist, hooks, right, left, extremity, vertebrate foot, finger, toe, external body part, animal foot, foot, thumb, index, ring finger, middle finger, little finger, big toe, hammertoe, little toe, breast","fist (0.059), hooks (0.059), right (0.059), left (0.059), extremity (0.067), vertebrate foot (0.125), finger (0.125), toe (0.125), external body part (0.143), animal foot (0.176), foot (0.176), thumb (0.176), index (0.176), ring finger (0.176), middle finger (0.176), little finger (0.176), big toe (0.176), hammertoe (0.176), little toe (0.176), breast (0.200)"
wants,lack.n.01,the state of needing something that is absent or unavailable,"lack, deficiency, want","absence, dearth, deficit, mineral deficiency, shortness, stringency, need, nonoccurrence, awayness, sideropenia, necessity, condition, requisiteness, urgency, diversity, anchorage, health, mode, niche, noise conditions","absence (0.067), dearth (0.067), deficit (0.067), mineral deficiency (0.067), shortness (0.067), stringency (0.067), need (0.077), nonoccurrence (0.125), awayness (0.125), sideropenia (0.125), necessity (0.143), condition (0.167), requisiteness (0.200), urgency (0.200), diversity (0.231), anchorage (0.231), health (0.231), mode (0.231), niche (0.231), noise conditions (0.231)"
wants,need.n.02,anything that is necessary but lacking,"need, want","necessity, desideratum, must, thing, subject, body of water, inessential, part, reservoir, unit, variable, body part, corpus, acicula, adjunct, backwater, base, bay, chain, channel","necessity (0.111), desideratum (0.200), must (0.200), thing (0.250), subject (0.333), body of water (0.333), inessential (0.333), part (0.333), reservoir (0.333), unit (0.333), variable (0.333), body part (0.400), corpus (0.400), acicula (0.400), adjunct (0.400), backwater (0.400), base (0.400), bay (0.400), chain (0.400), channel (0.400)"
tv,television_receiver.n.01,an electronic device that receives television signals and displays them on a screen,"television_receiver, television, television_set, tv_set, idiot_box, boob_tube, telly, goggle_box","receiver, direction finder, radio receiver, satellite receiver, set, clock radio, crystal set, goniometer, heterodyne receiver, push-button radio, radio compass, transmitter, electronic equipment, jammer, radio transmitter, satellite transmitter, television transmitter, amplifier, audio system, cassette player","receiver (0.048), direction finder (0.091), radio receiver (0.091), satellite receiver (0.091), set (0.100), clock radio (0.130), crystal set (0.130), goniometer (0.130), heterodyne receiver (0.130), push-button radio (0.130), radio compass (0.130), transmitter (0.143), electronic equipment (0.158), jammer (0.182), radio transmitter (0.182), satellite transmitter (0.182), television transmitter (0.182), amplifier (0.200), audio system (0.200), cassette player (0.200)"
rubbing,rub.v.01,move over something with pressure,rub,"brush, pumice, gauge, puree, rosin, sponge down, worry, scrub, scour, smear, scrape, wipe, grate, paw, holystone, resmudge, dust, sponge, squeegee, sweep","brush (0.200), pumice (0.200), gauge (0.200), puree (0.200), rosin (0.200), sponge down (0.200), worry (0.200), scrub (0.200), scour (0.200), smear (0.200), scrape (0.200), wipe (0.200), grate (0.200), paw (0.333), holystone (0.333), resmudge (0.333), dust (0.333), sponge (0.333), squeegee (0.333), sweep (0.333)"
rubbing,rub.v.02,cause friction,"rub, fray, fret, chafe, scratch","entity, breathe, act, be active, oversleep, nod, fall asleep, go to bed, get up, wake, keep up, wear, lie in, carry to term, keep down, gag, treat, exercise, exhaust, fracture","entity (0.600), breathe (0.600), act (0.600), be active (0.600), oversleep (0.600), nod (0.600), fall asleep (0.600), go to bed (0.600), get up (0.600), wake (0.600), keep up (0.600), wear (0.600), lie in (0.600), carry to term (0.600), keep down (0.600), gag (0.600), treat (0.600), exercise (0.600), exhaust (0.600), fracture (0.600)"
child,child.n.01,a young person of either sex,"kid, youngster, minor, shaver, nipper, small_fry, tiddler, tike, tyke, fry, nestling","bairn, buster, changeling, child prodigy, foster-child, imp, kiddy, orphan, peanut, pickaninny, poster child, preschooler, silly, sprog, toddler, urchin, waif, foster-daughter, foster-son, poster boy","bairn (0.053), buster (0.053), changeling (0.053), child prodigy (0.053), foster-child (0.053), imp (0.053), kiddy (0.053), orphan (0.053), peanut (0.053), pickaninny (0.053), poster child (0.053), preschooler (0.053), silly (0.053), sprog (0.053), toddler (0.053), urchin (0.053), waif (0.053), foster-daughter (0.100), foster-son (0.100), poster boy (0.100)"
back,back.n.01,the posterior part of a human (or animal) body from the neck to the end of the spine,dorsum,"body part, saddle, underpart, horseback, dock, ambulacrum, withers, cannon, loin, hindquarters, gaskin, flank, thorax, apparatus, adnexa, area, dilator, groove, partition, external body part","body part (0.091), saddle (0.167), underpart (0.167), horseback (0.167), dock (0.167), ambulacrum (0.167), withers (0.167), cannon (0.167), loin (0.167), hindquarters (0.167), gaskin (0.167), flank (0.167), thorax (0.167), apparatus (0.167), adnexa (0.167), area (0.167), dilator (0.167), groove (0.167), partition (0.167), external body part (0.167)"
shoulder,shoulder.n.01,the part of the body between the neck and the upper arm,N/A,"body part, saddle, underpart, horseback, dock, ambulacrum, withers, cannon, loin, hindquarters, gaskin, flank, thorax, apparatus, adnexa, area, dilator, groove, partition, external body part","body part (0.091), saddle (0.167), underpart (0.167), horseback (0.167), dock (0.167), ambulacrum (0.167), withers (0.167), cannon (0.167), loin (0.167), hindquarters (0.167), gaskin (0.167), flank (0.167), thorax (0.167), apparatus (0.167), adnexa (0.167), area (0.167), dilator (0.167), groove (0.167), partition (0.167), external body part (0.167)"
someone,person.n.01,a human being,"person, individual, somebody, mortal, soul","organism, benthos, dwarf, heterotroph, parent, causal agent, animal, plant, native, recombinant, conspecific, carrier, denizen, amphidiploid, diploid, haploid, heteroploid, polyploid, animalcule, microorganism","organism (0.077), benthos (0.143), dwarf (0.143), heterotroph (0.143), parent (0.143), causal agent (0.143), animal (0.143), plant (0.143), native (0.143), recombinant (0.143), conspecific (0.143), carrier (0.143), denizen (0.143), amphidiploid (0.143), diploid (0.143), haploid (0.143), heteroploid (0.143), polyploid (0.143), animalcule (0.143), microorganism (0.143)"
movie,movie.n.01,a form of entertainment that enacts a story by sound and a sequence of images giving the illusion of continuous movement,"film, picture, moving_picture, moving-picture_show, motion_picture, motion-picture_show, picture_show, pic, flick","telefilm, feature, final cut, home movie, collage film, coming attraction, shoot-'em-up, short subject, documentary, cinema verite, film noir, skin flick, rough cut, silent movie, slow motion, talking picture, three-D, musical, product, show","telefilm (0.059), feature (0.059), final cut (0.059), home movie (0.059), collage film (0.059), coming attraction (0.059), shoot-'em-up (0.059), short subject (0.059), documentary (0.059), cinema verite (0.059), film noir (0.059), skin flick (0.059), rough cut (0.059), silent movie (0.059), slow motion (0.059), talking picture (0.059), three-D (0.059), musical (0.059), product (0.067), show (0.077)"
partner,spouse.n.01,a person's partner in marriage,"spouse, married_person, mate, better_half","bigamist, consort, helpmate, husband, monogamist, newlywed, polygamist, wife, battle-ax, benedick, bride, crown princess, cuckold, family man, first lady, golf widow, groom, honest woman, house husband, housewife","bigamist (0.053), consort (0.053), helpmate (0.053), husband (0.053), monogamist (0.053), newlywed (0.053), polygamist (0.053), wife (0.053), battle-ax (0.100), benedick (0.100), bride (0.100), crown princess (0.100), cuckold (0.100), family man (0.100), first lady (0.100), golf widow (0.100), groom (0.100), honest woman (0.100), house husband (0.100), housewife (0.100)"
feel,tactile_property.n.01,a property perceived by touch,tactile_property,"touch, texture, property, nap, smoothness, roughness, actinism, isotropy, anisotropy, characteristic, connectivity, duality, heredity, age, manner, constitution, consistency, disposition, optics, visual property","touch (0.091), texture (0.091), property (0.111), nap (0.167), smoothness (0.167), roughness (0.167), actinism (0.200), isotropy (0.200), anisotropy (0.200), characteristic (0.200), connectivity (0.200), duality (0.200), heredity (0.200), age (0.200), manner (0.200), constitution (0.200), consistency (0.200), disposition (0.200), optics (0.200), visual property (0.200)"
forearm,forearm.n.01,the part of the superior limb between the elbow and the wrist,N/A,"limb, hind limb, forelimb, flipper, leg, crus, leg, thigh, arm, cubitus, extremity, prehensor, animal leg, hind leg, foreleg, pin, bowleg, shank's mare, spindlelegs, lap","limb (0.059), hind limb (0.111), forelimb (0.111), flipper (0.111), leg (0.111), crus (0.111), leg (0.111), thigh (0.111), arm (0.111), cubitus (0.111), extremity (0.125), prehensor (0.158), animal leg (0.158), hind leg (0.158), foreleg (0.158), pin (0.158), bowleg (0.158), shank's mare (0.158), spindlelegs (0.158), lap (0.158)"
gentle,pacify.v.01,cause to be more favorably inclined; gain the good will of,"pacify, lenify, conciliate, assuage, appease, mollify, placate, gruntle","calm, lull, compose, reassure, entity, breathe, act, be active, oversleep, nod, fall asleep, go to bed, get up, wake, keep up, wear, lie in, carry to term, keep down, gag","calm (0.200), lull (0.333), compose (0.333), reassure (0.333), entity (0.667), breathe (0.667), act (0.667), be active (0.667), oversleep (0.667), nod (0.667), fall asleep (0.667), go to bed (0.667), get up (0.667), wake (0.667), keep up (0.667), wear (0.667), lie in (0.667), carry to term (0.667), keep down (0.667), gag (0.667)"
finger,finger.n.01,any of the terminal members of the hand (sometimes excepting the thumb),N/A,"thumb, index, ring finger, middle finger, little finger, digit, extremity, minimus, toe, extremity, vertebrate foot, hand, external body part, big toe, hammertoe, little toe, chelicera, mouthpart, fang, animal foot","thumb (0.053), index (0.053), ring finger (0.053), middle finger (0.053), little finger (0.053), digit (0.059), extremity (0.067), minimus (0.111), toe (0.111), extremity (0.125), vertebrate foot (0.125), hand (0.125), external body part (0.143), big toe (0.158), hammertoe (0.158), little toe (0.158), chelicera (0.176), mouthpart (0.176), fang (0.176), animal foot (0.176)"
tapping,tapping.n.01,the sound of light blow or knock,N/A,"rat-a-tat-tat, sound, bong, beat, beep, bell, buzz, chink, chirp, chirrup, chorus, click-clack, clip-clop, cry, ding, drip, drum, footfall, gargle, gurgle","rat-a-tat-tat (0.067), sound (0.077), bong (0.143), beat (0.143), beep (0.143), bell (0.143), buzz (0.143), chink (0.143), chirp (0.143), chirrup (0.143), chorus (0.143), click-clack (0.143), clip-clop (0.143), cry (0.143), ding (0.143), drip (0.143), drum (0.143), footfall (0.143), gargle (0.143), gurgle (0.143)"
tapping,tap.v.03,strike lightly,"tap, tip","percuss, strike, jab, dab, butt, knock, down, spur, peck, hew, sideswipe, whip, beat, beat, sclaff, clout, rap, chop, slap, sclaff","percuss (0.143), strike (0.200), jab (0.333), dab (0.333), butt (0.333), knock (0.333), down (0.333), spur (0.333), peck (0.333), hew (0.333), sideswipe (0.333), whip (0.333), beat (0.333), beat (0.333), sclaff (0.333), clout (0.333), rap (0.333), chop (0.333), slap (0.333), sclaff (0.333)"
comfort,comfort.n.01,a state of being relaxed and feeling no pain,comfortableness,"relief, solace, coziness, convenience, condition, reprieve, diversity, anchorage, health, mode, niche, noise conditions, participation, prepossession, regularization, saturation, silence, situation, ski conditions, nomination","relief (0.077), solace (0.077), coziness (0.077), convenience (0.077), condition (0.091), reprieve (0.143), diversity (0.167), anchorage (0.167), health (0.167), mode (0.167), niche (0.167), noise conditions (0.167), participation (0.167), prepossession (0.167), regularization (0.167), saturation (0.167), silence (0.167), situation (0.167), ski conditions (0.167), nomination (0.167)"
comforting,comfort.v.01,give moral or emotional strength to,"comfort, soothe, console, solace","calm, still, entity, breathe, act, be active, oversleep, nod, fall asleep, go to bed, get up, wake, keep up, wear, lie in, carry to term, keep down, gag, treat, exercise","calm (0.333), still (0.333), entity (0.500), breathe (0.500), act (0.500), be active (0.500), oversleep (0.500), nod (0.500), fall asleep (0.500), go to bed (0.500), get up (0.500), wake (0.500), keep up (0.500), wear (0.500), lie in (0.500), carry to term (0.500), keep down (0.500), gag (0.500), treat (0.500), exercise (0.500)"
like,like.n.01,"a similar kind; ,","the_like, the_likes_of","kind, description, type, antitype, art form, style, flavor, color, species, genus, brand, genre, like, manner, model, stripe, category, breed, nature, version","kind (0.053), description (0.100), type (0.100), antitype (0.100), art form (0.100), style (0.100), flavor (0.100), color (0.100), species (0.100), genus (0.100), brand (0.100), genre (0.100), like (0.100), manner (0.100), model (0.100), stripe (0.100), category (0.111), breed (0.143), nature (0.143), version (0.143)"
im,N/A,N/A,N/A,N/A,N/A
time,N/A,N/A,N/A,N/A,N/A
day,day.n.01,time for Earth to make a complete rotation on its axis,"twenty-four_hours, twenty-four_hour_period, 24-hour_interval, solar_day, mean_solar_day","tomorrow, today, yesterday, morrow, eve, date, date, time unit, maturity, future date, rain date, sell-by date, D-day, birthday, night, mean time, terrestrial time, month, sidereal day, bell","tomorrow (0.091), today (0.091), yesterday (0.091), morrow (0.091), eve (0.091), date (0.091), date (0.091), time unit (0.111), maturity (0.167), future date (0.167), rain date (0.167), sell-by date (0.167), D-day (0.167), birthday (0.167), night (0.200), mean time (0.200), terrestrial time (0.200), month (0.200), sidereal day (0.200), bell (0.200)"
day,day.n.04,the time after sunrise and before sunset while it is light outside,"daytime, daylight","afternoon, midafternoon, evening, time period, guest night, trial period, time frame, hours, downtime, uptime, work time, time off, bout, hospitalization, travel time, times, time, elapsed time, duration, week","afternoon (0.077), midafternoon (0.077), evening (0.077), time period (0.091), guest night (0.143), trial period (0.167), time frame (0.167), hours (0.167), downtime (0.167), uptime (0.167), work time (0.167), time off (0.167), bout (0.167), hospitalization (0.167), travel time (0.167), times (0.167), time (0.167), elapsed time (0.167), duration (0.167), week (0.167)"
way,manner.n.01,how something is done or how it happens,"manner, mode, style, fashion","artistic style, drape, fit, form, life style, setup, touch, wise, response, property, baroque, classical style, order, rococo, High Renaissance, treatment, fast lane, free living, vanity fair, common touch","artistic style (0.091), drape (0.091), fit (0.091), form (0.091), life style (0.091), setup (0.091), touch (0.091), wise (0.091), response (0.091), property (0.111), baroque (0.167), classical style (0.167), order (0.167), rococo (0.167), High Renaissance (0.167), treatment (0.167), fast lane (0.167), free living (0.167), vanity fair (0.167), common touch (0.167)"
conversation,conversation.n.01,the use of speech for informal exchange of views or ideas or information etc.,N/A,"crossfire, phatic speech, exchange, chat, gossiping, talk, nothings, commerce, colloquy, rap, rap session, second-hand speech, table talk, telephone conversation, tete-a-tete, speech, chitchat, scandalmongering, cant, dialogue","crossfire (0.077), phatic speech (0.077), exchange (0.077), chat (0.077), gossiping (0.077), talk (0.077), nothings (0.077), commerce (0.077), colloquy (0.077), rap (0.077), rap session (0.077), second-hand speech (0.077), table talk (0.077), telephone conversation (0.077), tete-a-tete (0.077), speech (0.091), chitchat (0.143), scandalmongering (0.143), cant (0.143), dialogue (0.143)"
doctor,doctor.n.01,a licensed medical practitioner,"doc, physician, MD, Dr., medico","abortionist, allergist, angiologist, extern, gastroenterologist, general practitioner, hakim, house physician, intern, primary care physician, quack, specialist, surgeon, veterinarian, Averroes, Avicenna, Barany, Bartholin, Bruce, Crohn","abortionist (0.040), allergist (0.040), angiologist (0.040), extern (0.040), gastroenterologist (0.040), general practitioner (0.040), hakim (0.040), house physician (0.040), intern (0.040), primary care physician (0.040), quack (0.040), specialist (0.040), surgeon (0.040), veterinarian (0.040), Averroes (0.040), Avicenna (0.040), Barany (0.040), Bartholin (0.040), Bruce (0.040), Crohn (0.040)"
sad,sad.a.01,experiencing or showing sorrow or unhappiness; ; - Christina Rossetti,N/A,"entity, breathe, act, be active, oversleep, nod, fall asleep, go to bed, get up, wake, keep up, wear, lie in, carry to term, keep down, gag, treat, exercise, exhaust, fracture","entity (0.500), breathe (0.500), act (0.500), be active (0.500), oversleep (0.500), nod (0.500), fall asleep (0.500), go to bed (0.500), get up (0.500), wake (0.500), keep up (0.500), wear (0.500), lie in (0.500), carry to term (0.500), keep down (0.500), gag (0.500), treat (0.500), exercise (0.500), exhaust (0.500), fracture (0.500)"
work,employment.n.02,the occupation for which you are paid,employment,"coaching, engagement, ministry, seafaring, workload, piecework, service, telecommuting, services, public service, paper route, occupation, gig, cabotage, case load, minister, confectionery, sport, farming, game","coaching (0.059), engagement (0.059), ministry (0.059), seafaring (0.059), workload (0.059), piecework (0.059), service (0.059), telecommuting (0.059), services (0.059), public service (0.059), paper route (0.059), occupation (0.067), gig (0.111), cabotage (0.111), case load (0.111), minister (0.111), confectionery (0.125), sport (0.125), farming (0.125), game (0.125)"
couch,sofa.n.01,an upholstered seat for more than one person,"sofa, lounge","convertible, daybed, divan, love seat, settee, squab, seat, davenport, studio couch, bench, bench, box, box seat, chair, ottoman, Siege Perilous, stool, toilet seat, furniture, chesterfield","convertible (0.048), daybed (0.048), divan (0.048), love seat (0.048), settee (0.048), squab (0.048), seat (0.053), davenport (0.091), studio couch (0.091), bench (0.100), bench (0.100), box (0.100), box seat (0.100), chair (0.100), ottoman (0.100), Siege Perilous (0.100), stool (0.100), toilet seat (0.100), furniture (0.111), chesterfield (0.130)"
ask,ask.v.01,inquire about,"inquire, enquire","pry, consult, communicate, grimace, yak, fingerspell, aphorize, riddle, project, reach, inflict, commune, telecommunicate, inform, joke, blog, greet, address, nod, sign","pry (0.111), consult (0.111), communicate (0.143), grimace (0.250), yak (0.250), fingerspell (0.250), aphorize (0.250), riddle (0.250), project (0.250), reach (0.250), inflict (0.250), commune (0.250), telecommunicate (0.250), inform (0.250), joke (0.250), blog (0.250), greet (0.250), address (0.250), nod (0.250), sign (0.250)"
family,family.n.01,a social unit living together,"household, house, home, menage","broken home, nuclear family, extended family, foster family, foster home, menage a trois, unit, klavern, administrative unit, company, general delivery, instrumentality, intensive care unit, member, military unit, task force, team, den, gang, combination","broken home (0.067), nuclear family (0.067), extended family (0.067), foster family (0.067), foster home (0.067), menage a trois (0.067), unit (0.077), klavern (0.143), administrative unit (0.143), company (0.143), general delivery (0.143), instrumentality (0.143), intensive care unit (0.143), member (0.143), military unit (0.143), task force (0.143), team (0.143), den (0.143), gang (0.143), combination (0.143)"
family,family.n.04,people descended from a common ancestor,"family_line, folk, kinfolk, kinsfolk, sept, phratry","people, homefolk, house, dynasty, name, lineage, royalty, Bourbon, Capetian dynasty, Carolingian dynasty, Flavian dynasty, Han, Hanover, Habsburg, Hohenzollern, Lancaster, Liao, Merovingian, Ming, Ottoman","people (0.059), homefolk (0.059), house (0.059), dynasty (0.059), name (0.059), lineage (0.067), royalty (0.111), Bourbon (0.111), Capetian dynasty (0.111), Carolingian dynasty (0.111), Flavian dynasty (0.111), Han (0.111), Hanover (0.111), Habsburg (0.111), Hohenzollern (0.111), Lancaster (0.111), Liao (0.111), Merovingian (0.111), Ming (0.111), Ottoman (0.111)"
family,kin.n.01,a person having kinship with another or others,"kin, kinsperson","affine, organism, benthos, dwarf, heterotroph, parent, person, animal, plant, native, recombinant, conspecific, carrier, denizen, amphidiploid, diploid, haploid, heteroploid, polyploid, animalcule","affine (0.053), organism (0.200), benthos (0.250), dwarf (0.250), heterotroph (0.250), parent (0.250), person (0.250), animal (0.250), plant (0.250), native (0.250), recombinant (0.250), conspecific (0.250), carrier (0.250), denizen (0.250), amphidiploid (0.250), diploid (0.250), haploid (0.250), heteroploid (0.250), polyploid (0.250), animalcule (0.250)"
relaxing,relax.v.01,"become less tense, rest, or take one's ease","relax, loosen_up, unbend, unwind, decompress, slow_down","vege out, sit back, change state, wake up, zonk out, come to, tense, reduce, gain, dress, cross-fertilize, conceive, secularize, citrate, equilibrate, fall, become, worsen, better, disengage","vege out (0.143), sit back (0.143), change state (0.200), wake up (0.333), zonk out (0.333), come to (0.333), tense (0.333), reduce (0.333), gain (0.333), dress (0.333), cross-fertilize (0.333), conceive (0.333), secularize (0.333), citrate (0.333), equilibrate (0.333), fall (0.333), become (0.333), worsen (0.333), better (0.333), disengage (0.333)"
bed,bed.n.01,a piece of furniture that provides a place to sleep,N/A,"berth, built-in bed, bunk, bunk bed, cot, couch, deathbed, double bed, four-poster, hammock, marriage bed, Murphy bed, plank-bed, platform bed, sickbed, single bed, sleigh bed, trundle bed, twin bed, water bed","berth (0.048), built-in bed (0.048), bunk (0.048), bunk bed (0.048), cot (0.048), couch (0.048), deathbed (0.048), double bed (0.048), four-poster (0.048), hammock (0.048), marriage bed (0.048), Murphy bed (0.048), plank-bed (0.048), platform bed (0.048), sickbed (0.048), single bed (0.048), sleigh bed (0.048), trundle bed (0.048), twin bed (0.048), water bed (0.048)"
telling,relation.n.04,an act of narration,"relation, recounting","narration, report, summarization, indirect discourse, direct discourse, megillah, debriefing, anecdote, gossip, informing, earful, rumor, grapevine, scandal, talk, telling, revelation, presentation, briefing, warning","narration (0.053), report (0.111), summarization (0.158), indirect discourse (0.158), direct discourse (0.158), megillah (0.158), debriefing (0.158), anecdote (0.158), gossip (0.158), informing (0.176), earful (0.200), rumor (0.200), grapevine (0.200), scandal (0.200), talk (0.200), telling (0.222), revelation (0.222), presentation (0.222), briefing (0.222), warning (0.222)"
