word,synset,definition,synonyms,closest_words,closest_words_with_distances
Bite,bite.n.08,the act of gripping or chewing off with the teeth and jaws,chomp,"munch, nibble, nip, eating, mycophagy, browse, coprophagy, dining, engorgement, feasting, graze, lunching, repletion, supping, tasting, necrophagia, omophagia, scatophagy, consumption, Dutch treat","munch (0.059), nibble (0.059), nip (0.059), eating (0.067), mycophagy (0.125), browse (0.125), coprophagy (0.125), dining (0.125), engorgement (0.125), feasting (0.125), graze (0.125), lunching (0.125), repletion (0.125), supping (0.125), tasting (0.125), necrophagia (0.125), omophagia (0.125), scatophagy (0.125), consumption (0.143), Dutch treat (0.176)"
Cramp,spasm.n.01,a painful and involuntary muscular contraction,"spasm, muscle_spasm","charley horse, writer's cramp, blepharospasm, crick, myoclonus, opisthotonos, twitch, tenesmus, trismus, symptom, tic, blepharism, fibrillation, fasciculation, crepitation rale, menorrhagia, alkalinuria, eosinopenia, hemoglobinemia, hemoptysis","charley horse (0.059), writer's cramp (0.059), blepharospasm (0.059), crick (0.059), myoclonus (0.059), opisthotonos (0.059), twitch (0.059), tenesmus (0.059), trismus (0.059), symptom (0.067), tic (0.111), blepharism (0.111), fibrillation (0.111), fasciculation (0.111), crepitation rale (0.125), menorrhagia (0.125), alkalinuria (0.125), eosinopenia (0.125), hemoglobinemia (0.125), hemoptysis (0.125)"
Swollen,swell.v.01,"increase in size, magnitude, number, or intensity",swell,"increase, accrue, spike, add to, gain, explode, pyramid, snowball, accumulate, add, intensify, intensify, grow, pullulate, widen, appreciate, broaden, shoot up, wax, wax","increase (0.143), accrue (0.250), spike (0.250), add to (0.250), gain (0.250), explode (0.250), pyramid (0.250), snowball (0.250), accumulate (0.250), add (0.250), intensify (0.250), intensify (0.250), grow (0.250), pullulate (0.250), widen (0.250), appreciate (0.250), broaden (0.250), shoot up (0.250), wax (0.250), wax (0.250)"
Numb,numb.v.01,make numb or insensitive,"benumb, blunt, dull","desensitize, stun, besot, deafen, entity, breathe, act, be active, oversleep, nod, fall asleep, go to bed, get up, wake, keep up, wear, lie in, carry to term, keep down, gag","desensitize (0.200), stun (0.333), besot (0.333), deafen (0.333), entity (0.667), breathe (0.667), act (0.667), be active (0.667), oversleep (0.667), nod (0.667), fall asleep (0.667), go to bed (0.667), get up (0.667), wake (0.667), keep up (0.667), wear (0.667), lie in (0.667), carry to term (0.667), keep down (0.667), gag (0.667)"
Sprain,sprain.n.01,a painful injury to a joint caused by a sudden wrenching of its ligaments,N/A,"wrench, injury, brain damage, birth trauma, blast trauma, bleeding, blunt trauma, bruise, bump, burn, dislocation, electric shock, fracture, frostbite, intravasation, penetrating trauma, pinch, rupture, sting, strain","wrench (0.048), injury (0.100), brain damage (0.143), birth trauma (0.143), blast trauma (0.143), bleeding (0.143), blunt trauma (0.143), bruise (0.143), bump (0.143), burn (0.143), dislocation (0.143), electric shock (0.143), fracture (0.143), frostbite (0.143), intravasation (0.143), penetrating trauma (0.143), pinch (0.143), rupture (0.143), sting (0.143), strain (0.143)"
Trip,trip.n.01,a journey for some purpose (usually including the return),N/A,"flight, junket, round trip, run, run, trek, errand, service call, journey, connecting flight, direct flight, domestic flight, international flight, nonstop flight, redeye, commute, drive, long haul, mush, odyssey","flight (0.043), junket (0.043), round trip (0.043), run (0.043), run (0.043), trek (0.043), errand (0.043), service call (0.043), journey (0.048), connecting flight (0.083), direct flight (0.083), domestic flight (0.083), international flight (0.083), nonstop flight (0.083), redeye (0.083), commute (0.091), drive (0.091), long haul (0.091), mush (0.091), odyssey (0.091)"
Fracture,fracture.n.01,breaking of hard tissue such as bone,break,"comminuted fracture, complete fracture, compound fracture, compression fracture, depressed fracture, displaced fracture, fatigue fracture, hairline fracture, incomplete fracture, impacted fracture, simple fracture, injury, greenstick fracture, brain damage, birth trauma, blast trauma, bleeding, blunt trauma, bruise, bump","comminuted fracture (0.048), complete fracture (0.048), compound fracture (0.048), compression fracture (0.048), depressed fracture (0.048), displaced fracture (0.048), fatigue fracture (0.048), hairline fracture (0.048), incomplete fracture (0.048), impacted fracture (0.048), simple fracture (0.048), injury (0.053), greenstick fracture (0.091), brain damage (0.100), birth trauma (0.100), blast trauma (0.100), bleeding (0.100), blunt trauma (0.100), bruise (0.100), bump (0.100)"
Accident,accident.n.01,an unfortunate mishap; especially one causing damage or injury,N/A,"collision, crash, injury, shipwreck, fatal accident, mishap, prang, fender-bender, pileup, smash, capsizing, collateral damage, concussion, mutilation, near miss, derailment, ground loop, puncture, slip, crash","collision (0.053), crash (0.053), injury (0.053), shipwreck (0.053), fatal accident (0.053), mishap (0.059), prang (0.100), fender-bender (0.100), pileup (0.100), smash (0.100), capsizing (0.100), collateral damage (0.100), concussion (0.100), mutilation (0.100), near miss (0.111), derailment (0.111), ground loop (0.111), puncture (0.111), slip (0.111), crash (0.111)"
Burn,burn.n.01,pain that feels hot as if it were on fire,burning,"pain, ache, agony, arthralgia, causalgia, colic, chest pain, chiralgia, distress, dysmenorrhea, glossalgia, growing pains, hemorrhoid, keratalgia, labor pain, mastalgia, melagra, meralgia, metralgia, myalgia","pain (0.059), ache (0.111), agony (0.111), arthralgia (0.111), causalgia (0.111), colic (0.111), chest pain (0.111), chiralgia (0.111), distress (0.111), dysmenorrhea (0.111), glossalgia (0.111), growing pains (0.111), hemorrhoid (0.111), keratalgia (0.111), labor pain (0.111), mastalgia (0.111), melagra (0.111), meralgia (0.111), metralgia (0.111), myalgia (0.111)"
Sting,sting.n.01,a kind of pain; something as sudden and painful as being stung,stinging,"pain, ache, agony, arthralgia, burn, causalgia, colic, chest pain, chiralgia, distress, dysmenorrhea, glossalgia, growing pains, hemorrhoid, keratalgia, labor pain, mastalgia, melagra, meralgia, metralgia","pain (0.059), ache (0.111), agony (0.111), arthralgia (0.111), burn (0.111), causalgia (0.111), colic (0.111), chest pain (0.111), chiralgia (0.111), distress (0.111), dysmenorrhea (0.111), glossalgia (0.111), growing pains (0.111), hemorrhoid (0.111), keratalgia (0.111), labor pain (0.111), mastalgia (0.111), melagra (0.111), meralgia (0.111), metralgia (0.111)"
Ache,ache.n.01,a dull persistent (usually moderately intense) pain,aching,"toothache, backache, headache, stomachache, earache, pain, aerodontalgia, histamine headache, migraine, sick headache, sinus headache, tension headache, lumbago, agony, arthralgia, burn, causalgia, colic, chest pain, chiralgia","toothache (0.053), backache (0.053), headache (0.053), stomachache (0.053), earache (0.053), pain (0.059), aerodontalgia (0.100), histamine headache (0.100), migraine (0.100), sick headache (0.100), sinus headache (0.100), tension headache (0.100), lumbago (0.100), agony (0.111), arthralgia (0.111), burn (0.111), causalgia (0.111), colic (0.111), chest pain (0.111), chiralgia (0.111)"
Ache,hurt.v.06,feel physical pain,"hurt, suffer","catch, twinge, prick, kill, prickle, entity, breathe, act, be active, oversleep, nod, fall asleep, go to bed, get up, wake, keep up, wear, lie in, carry to term, keep down","catch (0.200), twinge (0.200), prick (0.200), kill (0.200), prickle (0.333), entity (0.600), breathe (0.600), act (0.600), be active (0.600), oversleep (0.600), nod (0.600), fall asleep (0.600), go to bed (0.600), get up (0.600), wake (0.600), keep up (0.600), wear (0.600), lie in (0.600), carry to term (0.600), keep down (0.600)"
Headache,concern.n.04,something or someone that causes anxiety; a source of unhappiness,"concern, worry, vexation","bugaboo, burden, business, negative stimulus, dead weight, fardel, imposition, pill, annoyance, aversive stimulus, grief, stimulation, nuisance, irritant, plague, evocation, kick, turn-on, turnoff, conditioned stimulus","bugaboo (0.059), burden (0.059), business (0.059), negative stimulus (0.067), dead weight (0.111), fardel (0.111), imposition (0.111), pill (0.111), annoyance (0.125), aversive stimulus (0.125), grief (0.125), stimulation (0.143), nuisance (0.176), irritant (0.176), plague (0.176), evocation (0.200), kick (0.200), turn-on (0.200), turnoff (0.200), conditioned stimulus (0.200)"
Headache,headache.n.02,pain in the head caused by dilation of cerebral arteries or muscle contractions or a reaction to drugs,"head_ache, cephalalgia","histamine headache, migraine, sick headache, sinus headache, tension headache, ache, toothache, backache, stomachache, earache, pain, aerodontalgia, lumbago, agony, arthralgia, burn, causalgia, colic, chest pain, chiralgia","histamine headache (0.048), migraine (0.048), sick headache (0.048), sinus headache (0.048), tension headache (0.048), ache (0.053), toothache (0.100), backache (0.100), stomachache (0.100), earache (0.100), pain (0.111), aerodontalgia (0.143), lumbago (0.143), agony (0.158), arthralgia (0.158), burn (0.158), causalgia (0.158), colic (0.158), chest pain (0.158), chiralgia (0.158)"
Cut,cut.n.05,a wound made by cutting,"gash, slash, slice","wound, raw wound, stigmata, abrasion, laceration, bite, injury, graze, rope burn, dog bite, snakebite, brain damage, birth trauma, blast trauma, bleeding, blunt trauma, bruise, bump, burn, dislocation","wound (0.048), raw wound (0.091), stigmata (0.091), abrasion (0.091), laceration (0.091), bite (0.091), injury (0.100), graze (0.130), rope burn (0.130), dog bite (0.130), snakebite (0.130), brain damage (0.143), birth trauma (0.143), blast trauma (0.143), bleeding (0.143), blunt trauma (0.143), bruise (0.143), bump (0.143), burn (0.143), dislocation (0.143)"
Wound,wound.n.01,an injury to living tissue (especially an injury involving a cut or break in the skin),lesion,"raw wound, stigmata, abrasion, cut, laceration, bite, injury, graze, rope burn, dog bite, snakebite, brain damage, birth trauma, blast trauma, bleeding, blunt trauma, bruise, bump, burn, dislocation","raw wound (0.048), stigmata (0.048), abrasion (0.048), cut (0.048), laceration (0.048), bite (0.048), injury (0.053), graze (0.091), rope burn (0.091), dog bite (0.091), snakebite (0.091), brain damage (0.100), birth trauma (0.100), blast trauma (0.100), bleeding (0.100), blunt trauma (0.100), bruise (0.100), bump (0.100), burn (0.100), dislocation (0.100)"
Fever,fever.n.01,a rise in the temperature of the body; frequently a symptom of infection,"febrility, febricity, pyrexia, feverishness","hyperpyrexia, symptom, crepitation rale, menorrhagia, alkalinuria, eosinopenia, hemoglobinemia, hemoptysis, lipemia, albuminuria, aminoaciduria, ammoniuria, Jacquemier's sign, Kayser-Fleischer ring, keratomalacia, Kernig's sign, ketonemia, Koplik's spots, glycosuria, lymphuria","hyperpyrexia (0.059), symptom (0.067), crepitation rale (0.125), menorrhagia (0.125), alkalinuria (0.125), eosinopenia (0.125), hemoglobinemia (0.125), hemoptysis (0.125), lipemia (0.125), albuminuria (0.125), aminoaciduria (0.125), ammoniuria (0.125), Jacquemier's sign (0.125), Kayser-Fleischer ring (0.125), keratomalacia (0.125), Kernig's sign (0.125), ketonemia (0.125), Koplik's spots (0.125), glycosuria (0.125), lymphuria (0.125)"
